40000;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-45ec6349-866a-4ee0-9c5d-1f2270247be5
40001;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-8912c8e9-0fa4-4869-91b1-051f4e555292
40010;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-9937929b-3f31-41a1-98ef-1b81579c1cbc
40011;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-39e8c419-8d67-4496-b9fe-4d9224c23f2e
40100;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-1dd89931-6467-4979-99c7-6b94aaaf699f
40101;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-51952af3-5e17-4475-8d61-53f18ce4c435
40110;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-3ea00a78-500a-493b-8540-6b2f567ce233
40111;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-6c079c19-5a22-401d-b471-00ca64d6493d
41000;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-10d732d6-8a68-48a5-a3c7-dca390db4f31
41001;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-4fddd182-e33d-4ceb-86ac-ac61c91578a5
41010;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-774b0b00-f55c-4cc8-a1d7-4ace17ce5a4f
41011;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-d38304c8-3441-40a1-af4e-57cb5c1572d0
41100;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-f6280a65-bb4b-4852-b224-ca03302a1cfa
41101;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-5ab58f18-7d40-4771-a444-4cbb0b1ecee4
41110;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-fc310688-237f-4b8e-ab94-b92ca603bc34
41111;https://www.mercadopago.com.br/checkout/v1/redirect?pref_id=1250513859-ca88d279-cb9e-4732-8f0c-3a6322565bf8
