description,developer,format,genre,link,name,path,players,publisher,releasedate,size
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/LEGO%20Pirates%20of%20the%20Caribbean%20-%20The%20Video%20Game%20%28USA%29%20%28En%2CFr%2CEs%29.iso?download=true,"LEGO Pirates of the Caribbean - The Video Game (USA) (En,Fr,Es).iso","LEGO Pirates of the Caribbean - The Video Game (USA) (En,Fr,Es).iso",,,,1.48 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/LEGO%20Piraty%20Karibskogo%20morya%20-%20Videoigra%20%28Russia%29.iso?download=true,LEGO Piraty Karibskogo morya - Videoigra (Russia).iso,LEGO Piraty Karibskogo morya - Videoigra (Russia).iso,,,,1.48 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/LEGO%20Star%20Wars%20II%20-%20The%20Original%20Trilogy%20%28USA%29.iso?download=true,LEGO Star Wars II - The Original Trilogy (USA).iso,LEGO Star Wars II - The Original Trilogy (USA).iso,,,,1.23 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/LEGO%20Star%20Wars%20III%20-%20The%20Clone%20Wars%20%28USA%29%20%28En%2CFr%2CEs%29.iso?download=true,"LEGO Star Wars III - The Clone Wars (USA) (En,Fr,Es).iso","LEGO Star Wars III - The Clone Wars (USA) (En,Fr,Es).iso",,,,1.75 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lemmings%20%28USA%29.iso?download=true,Lemmings (USA).iso,Lemmings (USA).iso,,,,471 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lisa%20to%20Issho%20ni%20Tairiku%20Oudan%20-%20A-Ressha%20de%20Ikou%20%28Japan%29.iso?download=true,Lisa to Issho ni Tairiku Oudan - A-Ressha de Ikou (Japan).iso,Lisa to Issho ni Tairiku Oudan - A-Ressha de Ikou (Japan).iso,,,,108 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Little%20Aid%20Portable%20%28Japan%29.iso?download=true,Little Aid Portable (Japan).iso,Little Aid Portable (Japan).iso,,,,1.47 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Little%20Britain%20-%20The%20Video%20Game%20%28Europe%29.iso?download=true,Little Britain - The Video Game (Europe).iso,Little Britain - The Video Game (Europe).iso,,,,307 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Little%20Busters%21%20Converted%20Edition%20%28Japan%29%20%28Disc%201%29.iso?download=true,Little Busters! Converted Edition (Japan) (Disc 1).iso,Little Busters! Converted Edition (Japan) (Disc 1).iso,,,,723 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Little%20Busters%21%20Converted%20Edition%20%28Japan%29%20%28Disc%202%29.iso?download=true,Little Busters! Converted Edition (Japan) (Disc 2).iso,Little Busters! Converted Edition (Japan) (Disc 2).iso,,,,1.56 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Little%20Witch%20Parfait%20-%20Kuro%20Neko%20Mahouten%20Monogatari%20%28Japan%29.iso?download=true,Little Witch Parfait - Kuro Neko Mahouten Monogatari (Japan).iso,Little Witch Parfait - Kuro Neko Mahouten Monogatari (Japan).iso,,,,1.26 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/LittleBigPlanet%E2%84%A2%20%5BUCUS98744%5D.7z?download=true,LittleBigPlanet™ [UCUS98744],LittleBigPlanet™ [UCUS98744].7z,,,,1.35 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/LocoRoco%202%20%28USA%29%20%28En%2CJa%2CFr%2CDe%2CEs%2CIt%2CNl%2CPt%2CSv%2CNo%2CDa%2CFi%2CKo%2CRu%29.iso?download=true,"LocoRoco 2 (USA) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Ko,Ru).iso","LocoRoco 2 (USA) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Ko,Ru).iso",,,,1.81 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lord%20of%20Apocalypse%20%28Japan%29.iso?download=true,Lord of Apocalypse (Japan).iso,Lord of Apocalypse (Japan).iso,,,,1.07 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lord%20of%20Arcana%20%28USA%29.iso?download=true,Lord of Arcana (USA).iso,Lord of Arcana (USA).iso,,,,805 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lord%20of%20the%20Rings%2C%20The%20-%20Aragorn%27s%20Quest%20%28USA%29%20%28En%2CFr%2CEs%2CPt%29.iso?download=true,"Lord of the Rings, The - Aragorn's Quest (USA) (En,Fr,Es,Pt).iso","Lord of the Rings, The - Aragorn's Quest (USA) (En,Fr,Es,Pt).iso",,,,605 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lord%20of%20the%20Rings%2C%20The%20-%20Tactics%20%28USA%29.iso?download=true,"Lord of the Rings, The - Tactics (USA).iso","Lord of the Rings, The - Tactics (USA).iso",,,,554 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lost%20Heroes%20%28Japan%29.iso?download=true,Lost Heroes (Japan).iso,Lost Heroes (Japan).iso,,,,1.15 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lost%20Regnum%20-%20Makutsu%20no%20Koutei%20%28Japan%29.iso?download=true,Lost Regnum - Makutsu no Koutei (Japan).iso,Lost Regnum - Makutsu no Koutei (Japan).iso,,,,1.00 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lost%20Regnum%20-%20Pyeheo-ui%20Hwangje%20%28Korea%29.iso?download=true,Lost Regnum - Pyeheo-ui Hwangje (Korea).iso,Lost Regnum - Pyeheo-ui Hwangje (Korea).iso,,,,1.28 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lucky%20Star%20-%20Net%20Idol%20Meister%20%28Japan%29.iso?download=true,Lucky Star - Net Idol Meister (Japan).iso,Lucky Star - Net Idol Meister (Japan).iso,,,,1.26 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lucky%20Star%20-%20Ryouou%20Gakuen%20Outousai%20Portable%20%28Japan%29.iso?download=true,Lucky Star - Ryouou Gakuen Outousai Portable (Japan).iso,Lucky Star - Ryouou Gakuen Outousai Portable (Japan).iso,,,,1.22 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lumines%20%28Japan%29%20%28PSP%20the%20Best%29.iso?download=true,Lumines (Japan) (PSP the Best).iso,Lumines (Japan) (PSP the Best).iso,,,,276 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lumines%20-%20Puzzle%20Fusion%20%28USA%29%20%28En%2CJa%29.iso?download=true,"Lumines - Puzzle Fusion (USA) (En,Ja).iso","Lumines - Puzzle Fusion (USA) (En,Ja).iso",,,,210 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lumines%20II%20%28USA%29.iso?download=true,Lumines II (USA).iso,Lumines II (USA).iso,,,,1.18 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lunar%20-%20Harmony%20of%20Silver%20Star%20%28Japan%29.iso?download=true,Lunar - Harmony of Silver Star (Japan).iso,Lunar - Harmony of Silver Star (Japan).iso,,,,991 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Lunar%20-%20Silver%20Star%20Harmony%20%28USA%29.iso?download=true,Lunar - Silver Star Harmony (USA).iso,Lunar - Silver Star Harmony (USA).iso,,,,979 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Luxor%20-%20Pharaoh%27s%20Challenge%20%28USA%29.iso?download=true,Luxor - Pharaoh's Challenge (USA).iso,Luxor - Pharaoh's Challenge (USA).iso,,,,134 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Luxor%20-%20The%20Wrath%20of%20Set%20%28USA%29.iso?download=true,Luxor - The Wrath of Set (USA).iso,Luxor - The Wrath of Set (USA).iso,,,,906 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Luxury%20%26%20Beauty%20-%20Lucian%20Bee%27s%20-%20Evil%20Violet%20%28Japan%29.iso?download=true,Luxury & Beauty - Lucian Bee's - Evil Violet (Japan).iso,Luxury & Beauty - Lucian Bee's - Evil Violet (Japan).iso,,,,850 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Luxury%20%26%20Beauty%20-%20Lucian%20Bee%27s%20-%20Justice%20Yellow%20%28Japan%29.iso?download=true,Luxury & Beauty - Lucian Bee's - Justice Yellow (Japan).iso,Luxury & Beauty - Lucian Bee's - Justice Yellow (Japan).iso,,,,844 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Luxury%20%26%20Beauty%20-%20Lucian%20Bee%27s%20-%20Resurrection%20Supernova%20%28Japan%29.iso?download=true,Luxury & Beauty - Lucian Bee's - Resurrection Supernova (Japan).iso,Luxury & Beauty - Lucian Bee's - Resurrection Supernova (Japan).iso,,,,1.44 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/M.A.C.H.%20-%20Modified%20Air%20Combat%20Heroes%20%28USA%29.iso?download=true,M.A.C.H. - Modified Air Combat Heroes (USA).iso,M.A.C.H. - Modified Air Combat Heroes (USA).iso,,,,830 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Machi%20-%20Unmei%20no%20Kousaten%20Tokubetsu-hen%20%28Japan%29.iso?download=true,Machi - Unmei no Kousaten Tokubetsu-hen (Japan).iso,Machi - Unmei no Kousaten Tokubetsu-hen (Japan).iso,,,,1.54 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Macross%20-%20Triangle%20Frontier%20%28Japan%29.iso?download=true,Macross - Triangle Frontier (Japan).iso,Macross - Triangle Frontier (Japan).iso,,,,1.68 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Macross%20Ace%20Frontier%20%28Japan%29%20%28v1.02%29.iso?download=true,Macross Ace Frontier (Japan) (v1.02).iso,Macross Ace Frontier (Japan) (v1.02).iso,,,,647 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Macross%20Ultimate%20Frontier%20%28Japan%29.iso?download=true,Macross Ultimate Frontier (Japan).iso,Macross Ultimate Frontier (Japan).iso,,,,1.24 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Madden%20NFL%2006%20%28USA%29.iso?download=true,Madden NFL 06 (USA).iso,Madden NFL 06 (USA).iso,,,,1.69 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Madden%20NFL%2007%20%28USA%29.iso?download=true,Madden NFL 07 (USA).iso,Madden NFL 07 (USA).iso,,,,1.60 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Madden%20NFL%2008%20%28USA%29.iso?download=true,Madden NFL 08 (USA).iso,Madden NFL 08 (USA).iso,,,,1.60 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Madden%20NFL%2009%20%28USA%29.iso?download=true,Madden NFL 09 (USA).iso,Madden NFL 09 (USA).iso,,,,1.35 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Madden%20NFL%2010%20%28USA%29.iso?download=true,Madden NFL 10 (USA).iso,Madden NFL 10 (USA).iso,,,,1.43 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Madden%20NFL%2011%20%28USA%29.iso?download=true,Madden NFL 11 (USA).iso,Madden NFL 11 (USA).iso,,,,1.22 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Madden%20NFL%2012%20%28USA%29.iso?download=true,Madden NFL 12 (USA).iso,Madden NFL 12 (USA).iso,,,,1.21 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Magic%20Sudoku%20%28Europe%29.iso?download=true,Magic Sudoku (Europe).iso,Magic Sudoku (Europe).iso,,,,155 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Magna%20Carta%20Portable%20%28Japan%29.iso?download=true,Magna Carta Portable (Japan).iso,Magna Carta Portable (Japan).iso,,,,1.61 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/MagusTale%20Eternity%20-%20Sekaiju%20to%20Koi%20Suru%20Mahoutsukai%20%28Japan%29.iso?download=true,MagusTale Eternity - Sekaiju to Koi Suru Mahoutsukai (Japan).iso,MagusTale Eternity - Sekaiju to Koi Suru Mahoutsukai (Japan).iso,,,,1.70 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mahjong%20Fight%20Club%20%28Japan%29.iso?download=true,Mahjong Fight Club (Japan).iso,Mahjong Fight Club (Japan).iso,,,,162 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mahjong%20Fight%20Club%20-%20Zenkoku%20Taisenban%20%28Japan%29.iso?download=true,Mahjong Fight Club - Zenkoku Taisenban (Japan).iso,Mahjong Fight Club - Zenkoku Taisenban (Japan).iso,,,,280 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mahjong%20Haou%20-%20Battle%20Royale%20II%20%28Japan%29.iso?download=true,Mahjong Haou - Battle Royale II (Japan).iso,Mahjong Haou - Battle Royale II (Japan).iso,,,,81 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mahjong%20Haou%20Portable%20-%20Dankyuu%20Battle%20%28Japan%29.iso?download=true,Mahjong Haou Portable - Dankyuu Battle (Japan).iso,Mahjong Haou Portable - Dankyuu Battle (Japan).iso,,,,86 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mahjong%20Haou%20Portable%20-%20Dankyuu%20Battle%20Special%20%28Japan%29.iso?download=true,Mahjong Haou Portable - Dankyuu Battle Special (Japan).iso,Mahjong Haou Portable - Dankyuu Battle Special (Japan).iso,,,,92 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mahjong%20Haou%20Portable%20-%20Jansou%20Battle%20%28Japan%29.iso?download=true,Mahjong Haou Portable - Jansou Battle (Japan).iso,Mahjong Haou Portable - Jansou Battle (Japan).iso,,,,75 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mahjong%20Taikai%20%28Japan%29.iso?download=true,Mahjong Taikai (Japan).iso,Mahjong Taikai (Japan).iso,,,,210 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mahou%20Shoujo%20Lyrical%20Nanoha%20A%27s%20Portable%20-%20The%20Battle%20of%20Aces%20%28Japan%29.iso?download=true,Mahou Shoujo Lyrical Nanoha A's Portable - The Battle of Aces (Japan).iso,Mahou Shoujo Lyrical Nanoha A's Portable - The Battle of Aces (Japan).iso,,,,502 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mahou%20Shoujo%20Lyrical%20Nanoha%20A%27s%20Portable%20-%20The%20Gears%20of%20Destiny%20%28Japan%29.iso?download=true,Mahou Shoujo Lyrical Nanoha A's Portable - The Gears of Destiny (Japan).iso,Mahou Shoujo Lyrical Nanoha A's Portable - The Gears of Destiny (Japan).iso,,,,875 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mahou%20Shoujo%20Madoka%20Magica%20Portable%20%28Japan%29.iso?download=true,Mahou Shoujo Madoka Magica Portable (Japan).iso,Mahou Shoujo Madoka Magica Portable (Japan).iso,,,,1.56 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mai-HiME%20-%20Bakuretsu%21%20Fuuka%20Gakuen%20Gekitoushi%21%20%28Japan%29.iso?download=true,Mai-HiME - Bakuretsu! Fuuka Gakuen Gekitoushi! (Japan).iso,Mai-HiME - Bakuretsu! Fuuka Gakuen Gekitoushi! (Japan).iso,,,,751 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mai-Hime%20Senretsu%21%20Shin%20Fuuka%20Gakuen%20Gekitoushi%21%21%20%28Japan%29.iso?download=true,Mai-Hime Senretsu! Shin Fuuka Gakuen Gekitoushi!! (Japan).iso,Mai-Hime Senretsu! Shin Fuuka Gakuen Gekitoushi!! (Japan).iso,,,,756 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Maji%20de%20Manabu%20-%20LEC%20de%20Ukaru%20-%20Nisshou%20Boki%203-kyuu%20Portable%20%28Japan%29.iso?download=true,Maji de Manabu - LEC de Ukaru - Nisshou Boki 3-kyuu Portable (Japan).iso,Maji de Manabu - LEC de Ukaru - Nisshou Boki 3-kyuu Portable (Japan).iso,,,,1.78 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Maji%20de%20Manabu%20-%20LEC%20de%20Ukaru%20-%20Takuchi%20Tatemono%20Torihiki%20Shuninsha%20Portable%20%28Japan%29.iso?download=true,Maji de Manabu - LEC de Ukaru - Takuchi Tatemono Torihiki Shuninsha Portable (Japan).iso,Maji de Manabu - LEC de Ukaru - Takuchi Tatemono Torihiki Shuninsha Portable (Japan).iso,,,,146 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Major%20League%20Baseball%202K10%20%28USA%29.iso?download=true,Major League Baseball 2K10 (USA).iso,Major League Baseball 2K10 (USA).iso,,,,1.65 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Major%20League%20Baseball%202K11%20%28USA%29.iso?download=true,Major League Baseball 2K11 (USA).iso,Major League Baseball 2K11 (USA).iso,,,,1.79 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Major%20League%20Baseball%202K12%20%28USA%29.iso?download=true,Major League Baseball 2K12 (USA).iso,Major League Baseball 2K12 (USA).iso,,,,1.74 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Major%20League%20Baseball%202K6%20%28USA%29.iso?download=true,Major League Baseball 2K6 (USA).iso,Major League Baseball 2K6 (USA).iso,,,,1.62 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Major%20League%20Baseball%202K7%20%28USA%29.iso?download=true,Major League Baseball 2K7 (USA).iso,Major League Baseball 2K7 (USA).iso,,,,1.70 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Major%20League%20Baseball%202K8%20%28USA%29.iso?download=true,Major League Baseball 2K8 (USA).iso,Major League Baseball 2K8 (USA).iso,,,,1.65 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Major%20League%20Baseball%202K9%20%28USA%29.iso?download=true,Major League Baseball 2K9 (USA).iso,Major League Baseball 2K9 (USA).iso,,,,1.71 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Makai%20Senki%20Disgaea%202%20Portable%20%28Japan%29.iso?download=true,Makai Senki Disgaea 2 Portable (Japan).iso,Makai Senki Disgaea 2 Portable (Japan).iso,,,,854 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Makai%20Senki%20Disgaea%20Portable%20%28Japan%29.iso?download=true,Makai Senki Disgaea Portable (Japan).iso,Makai Senki Disgaea Portable (Japan).iso,,,,903 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Makai%20Senki%20Disgaea%20Portable%20-%20Tsuushin%20Taisen%20Hajimemashita.%20%28Japan%2C%20Korea%29.iso?download=true,"Makai Senki Disgaea Portable - Tsuushin Taisen Hajimemashita. (Japan, Korea).iso","Makai Senki Disgaea Portable - Tsuushin Taisen Hajimemashita. (Japan, Korea).iso",,,,902 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mana%20Khemia%EF%BD%9EStudent%20Alliance%EF%BD%9E%20%5BULUS10408%5D.7z?download=true,Mana Khemia～Student Alliance～ [ULUS10408],Mana Khemia～Student Alliance～ [ULUS10408].7z,,,,436 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mana-Khemia%20-%20Gakuen%20no%20Renkinjutsushi-tachi%20Portable%20%2B%20%28Japan%29.iso?download=true,Mana-Khemia - Gakuen no Renkinjutsushi-tachi Portable + (Japan).iso,Mana-Khemia - Gakuen no Renkinjutsushi-tachi Portable + (Japan).iso,,,,1.37 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mana-Khemia%202%20-%20Ochita%20Gakuen%20to%20Renkinjutsushi-tachi%20Portable%2B%20%28Japan%29.iso?download=true,Mana-Khemia 2 - Ochita Gakuen to Renkinjutsushi-tachi Portable+ (Japan).iso,Mana-Khemia 2 - Ochita Gakuen to Renkinjutsushi-tachi Portable+ (Japan).iso,,,,1.03 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Manhunt%202%20%28USA%2C%20Canada%29.iso?download=true,"Manhunt 2 (USA, Canada).iso","Manhunt 2 (USA, Canada).iso",,,,1.30 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Maplus%20-%20Portable%20Navi%20%28Japan%29%20%28GPS%20Receiver%20Doukonban%29.iso?download=true,Maplus - Portable Navi (Japan) (GPS Receiver Doukonban).iso,Maplus - Portable Navi (Japan) (GPS Receiver Doukonban).iso,,,,1.69 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Maplus%20-%20Portable%20Navi%202%20%28Japan%29.iso?download=true,Maplus - Portable Navi 2 (Japan).iso,Maplus - Portable Navi 2 (Japan).iso,,,,1.77 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Maplus%20-%20Portable%20Navi%203%20%28Japan%29.iso?download=true,Maplus - Portable Navi 3 (Japan).iso,Maplus - Portable Navi 3 (Japan).iso,,,,1.77 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Marriage%20Royale%20-%20Prism%20Story%20%28Japan%29.iso?download=true,Marriage Royale - Prism Story (Japan).iso,Marriage Royale - Prism Story (Japan).iso,,,,1.59 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Maru%20Goukaku%20Shikaku%20Dasshu%21%20Care%20Manager%20Shiken%20Portable%20%28Japan%29.iso?download=true,Maru Goukaku Shikaku Dasshu! Care Manager Shiken Portable (Japan).iso,Maru Goukaku Shikaku Dasshu! Care Manager Shiken Portable (Japan).iso,,,,137 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Maru%20Goukaku%20Shikaku%20Dasshu%21%20Chuushou%20Kigyou%20Shindanshi%20Shiken%202%20Portable%20%28Japan%29.iso?download=true,Maru Goukaku Shikaku Dasshu! Chuushou Kigyou Shindanshi Shiken 2 Portable (Japan).iso,Maru Goukaku Shikaku Dasshu! Chuushou Kigyou Shindanshi Shiken 2 Portable (Japan).iso,,,,148 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Maru%20Goukaku%20Shikaku%20Dasshu%21%20FP%20Financial%20Planning%20Ginou%20Kentei%20Shiken%203-kyuu%20Portable%20%28Japan%29.iso?download=true,Maru Goukaku Shikaku Dasshu! FP Financial Planning Ginou Kentei Shiken 3-kyuu Portable (Japan).iso,Maru Goukaku Shikaku Dasshu! FP Financial Planning Ginou Kentei Shiken 3-kyuu Portable (Japan).iso,,,,149 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Maru%20Goukaku%20Shikaku%20Dasshu%21%20Kihon%20Jouhou%20Gijutsusha%20Shiken%20Portable%20%28Japan%29.iso?download=true,Maru Goukaku Shikaku Dasshu! Kihon Jouhou Gijutsusha Shiken Portable (Japan).iso,Maru Goukaku Shikaku Dasshu! Kihon Jouhou Gijutsusha Shiken Portable (Japan).iso,,,,175 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Maru%20Goukaku%20Shikaku%20Dasshu%21%20Ouyou%20Jouhou%20Gijutsusha%20Shiken%20Portable%20%28Japan%29.iso?download=true,Maru Goukaku Shikaku Dasshu! Ouyou Jouhou Gijutsusha Shiken Portable (Japan).iso,Maru Goukaku Shikaku Dasshu! Ouyou Jouhou Gijutsusha Shiken Portable (Japan).iso,,,,162 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Maru%20Goukaku%20Shikaku%20Dasshu%21%20Shouken%20Gaimuin%20Shiken%20Portable%20%28Japan%29.iso?download=true,Maru Goukaku Shikaku Dasshu! Shouken Gaimuin Shiken Portable (Japan).iso,Maru Goukaku Shikaku Dasshu! Shouken Gaimuin Shiken Portable (Japan).iso,,,,165 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Marvel%20-%20Ultimate%20Alliance%20%28USA%29%20%28v1.02%29.iso?download=true,Marvel - Ultimate Alliance (USA) (v1.02).iso,Marvel - Ultimate Alliance (USA) (v1.02).iso,,,,1.77 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Marvel%20-%20Ultimate%20Alliance%202%20%28USA%29.iso?download=true,Marvel - Ultimate Alliance 2 (USA).iso,Marvel - Ultimate Alliance 2 (USA).iso,,,,1.79 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Marvel%20Nemesis%20-%20Rise%20of%20the%20Imperfects%20%28USA%29.iso?download=true,Marvel Nemesis - Rise of the Imperfects (USA).iso,Marvel Nemesis - Rise of the Imperfects (USA).iso,,,,906 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Marvel%20Super%20Hero%20Squad%20%28USA%29%20%28En%2CFr%2CEs%29.iso?download=true,"Marvel Super Hero Squad (USA) (En,Fr,Es).iso","Marvel Super Hero Squad (USA) (En,Fr,Es).iso",,,,1.58 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Marvel%20Trading%20Card%20Game%20%28USA%29.iso?download=true,Marvel Trading Card Game (USA).iso,Marvel Trading Card Game (USA).iso,,,,934 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mashiroiro%20Symphony%20-%20Mutsu-no-hana%20%28Japan%29.iso?download=true,Mashiroiro Symphony - Mutsu-no-hana (Japan).iso,Mashiroiro Symphony - Mutsu-no-hana (Japan).iso,,,,1.50 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Matching%20Maker%203%20x%20Tousouchuu%20%28Japan%29.iso?download=true,Matching Maker 3 x Tousouchuu (Japan).iso,Matching Maker 3 x Tousouchuu (Japan).iso,,,,147 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mawaskes%20%28Korea%29.iso?download=true,Mawaskes (Korea).iso,Mawaskes (Korea).iso,,,,130 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mawaskes%20-%20Based%20on%20Carton-kun%20%28Asia%29.iso?download=true,Mawaskes - Based on Carton-kun (Asia).iso,Mawaskes - Based on Carton-kun (Asia).iso,,,,133 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Mawaskes%20Puzzle%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%29.iso?download=true,"Mawaskes Puzzle (Europe) (En,Fr,De,Es,It,Nl).iso","Mawaskes Puzzle (Europe) (En,Fr,De,Es,It,Nl).iso",,,,333 MB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Me%20%26%20My%20Katamari%20%28USA%29.iso?download=true,Me & My Katamari (USA).iso,Me & My Katamari (USA).iso,,,,1.77 GB
,,,,https://huggingface.co/datasets/luistiagos/roms/resolve/main/Me%20de%20Unou%20o%20Kitaeru%20-%20Sokudoku%20Jutsu%20Portable%20%28Japan%29.iso?download=true,Me de Unou o Kitaeru - Sokudoku Jutsu Portable (Japan).iso,Me de Unou o Kitaeru - Sokudoku Jutsu Portable (Japan).iso,,,,155 MB
