name,link,size
"Crazy Taxi - Fare Wars (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crazy%20Taxi%20-%20Fare%20Wars%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Crazy%20Taxi%20-%20Fare%20Wars%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,864.34 MB
Crazy Taxi - Fare Wars (USA) (v1.01).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crazy%20Taxi%20-%20Fare%20Wars%20%28USA%29%20%28v1.01%29.iso,864.34 MB
Crazy Taxi - Fare Wars (USA) (v2.01).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crazy%20Taxi%20-%20Fare%20Wars%20%28USA%29%20%28v2.01%29.iso,530.16 MB
Cream Stew mo Minagara Iroiro Gochagocha Ittemasu Kedo... Warai no Tamago L Size - Ohitorisama Nankai Demo (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Cream%20Stew%20mo%20Minagara%20Iroiro%20Gochagocha%20Ittemasu%20Kedo...%20Warai%20no%20Tamago%20L%20Size%20-%20Ohitorisama%20Nankai%20Demo%20%28Japan%29/Cream%20Stew%20mo%20Minagara%20Iroiro%20Gochagocha%20Ittemasu%20Kedo...%20Warai%20no%20Tamago%20L%20Size%20-%20Ohitorisama%20Nankai%20Demo%20%28Japan%29.iso,1.12 GB
Criminal Girls (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Criminal%20Girls%20%28Japan%29/Criminal%20Girls%20%28Japan%29.iso,367.84 MB
Crimson Empire - Circumstances to Serve a Noble (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crimson%20Empire%20-%20Circumstances%20to%20Serve%20a%20Noble%20%28Japan%29.iso,1.66 GB
Crimson Gem Saga (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crimson%20Gem%20Saga%20%28USA%29/Crimson%20Gem%20Saga%20%28USA%29.iso,837.94 MB
Crimson Room Reverse (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crimson%20Room%20Reverse%20%28Japan%29/Crimson%20Room%20Reverse%20%28Japan%29.iso,190.28 MB
Crisis Core - Final Fantasy VII (Europe).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crisis%20Core%20-%20Final%20Fantasy%20VII%20%28Europe%29/Crisis%20Core%20-%20Final%20Fantasy%20VII%20%28Europe%29.iso,1.62 GB
Crisis Core - Final Fantasy VII (France).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crisis%20Core%20-%20Final%20Fantasy%20VII%20%28France%29/Crisis%20Core%20-%20Final%20Fantasy%20VII%20%28France%29.iso,1.62 GB
Crisis Core - Final Fantasy VII (Germany).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crisis%20Core%20-%20Final%20Fantasy%20VII%20%28Germany%29.iso,1.62 GB
Crisis Core - Final Fantasy VII (Italy).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crisis%20Core%20-%20Final%20Fantasy%20VII%20%28Italy%29/Crisis%20Core%20-%20Final%20Fantasy%20VII%20%28Italy%29.iso,1.62 GB
"Crisis Core - Final Fantasy VII (Japan, Asia).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crisis%20Core%20-%20Final%20Fantasy%20VII%20%28Japan%2C%20Asia%29/Crisis%20Core%20-%20Final%20Fantasy%20VII%20%28Japan%2C%20Asia%29.iso,1.66 GB
Crisis Core - Final Fantasy VII (Korea) (En).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crisis%20Core%20-%20Final%20Fantasy%20VII%20%28Korea%29%20%28En%29/Crisis%20Core%20-%20Final%20Fantasy%20VII%20%28Korea%29%20%28En%29.iso,1.60 GB
Crisis Core - Final Fantasy VII (Spain).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crisis%20Core%20-%20Final%20Fantasy%20VII%20%28Spain%29/Crisis%20Core%20-%20Final%20Fantasy%20VII%20%28Spain%29.iso,1.62 GB
Crisis Core - Final Fantasy VII (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crisis%20Core%20-%20Final%20Fantasy%20VII%20%28USA%29/Crisis%20Core%20-%20Final%20Fantasy%20VII%20%28USA%29.iso,1.60 GB
Cross Channel - To All People (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Cross%20Channel%20-%20To%20All%20People%20%28Japan%29/Cross%20Channel%20-%20To%20All%20People%20%28Japan%29.iso,751.19 MB
"Crush (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crush%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,793.53 MB
"Crush (USA) (En,Fr,Es).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Crush%20%28USA%29%20%28En%2CFr%2CEs%29.iso,583.78 MB
CS Kensa Disc (J1) (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/CS%20Kensa%20Disc%20%28J1%29%20%28Japan%29/CS%20Kensa%20Disc%20%28J1%29%20%28Japan%29.iso,869.44 MB
"Cube (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Cube%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Cube%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,518.34 MB
Cube (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Cube%20%28USA%29/Cube%20%28USA%29.iso,412.47 MB
Custom Drive (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Custom%20Drive%20%28Japan%29/Custom%20Drive%20%28Japan%29.iso,1.46 GB
D.C. Girl's Symphony Pocket (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/D.C.%20Girl%27s%20Symphony%20Pocket%20%28Japan%29/D.C.%20Girl%27s%20Symphony%20Pocket%20%28Japan%29.iso,549.59 MB
D.C. III + - Da Capo III Plus (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/D.C.%20III%20%2B%20-%20Da%20Capo%20III%20Plus%20%28Japan%29/D.C.%20III%20%2B%20-%20Da%20Capo%20III%20Plus%20%28Japan%29.iso,1.51 GB
D.C.I&II P.S.P. - Da Capo I & II - Plus Situation Portable (Japan) (Disc 1).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/D.C.I%26II%20P.S.P.%20-%20Da%20Capo%20I%20%26%20II%20-%20Plus%20Situation%20Portable%20%28Japan%29%20%28Disc%201%29/D.C.I%26II%20P.S.P.%20-%20Da%20Capo%20I%20%26%20II%20-%20Plus%20Situation%20Portable%20%28Japan%29%20%28Disc%201%29.iso,949.62 MB
D.C.I&II P.S.P. - Da Capo I & II - Plus Situation Portable (Japan) (Disc 2).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/D.C.I%26II%20P.S.P.%20-%20Da%20Capo%20I%20%26%20II%20-%20Plus%20Situation%20Portable%20%28Japan%29%20%28Disc%202%29/D.C.I%26II%20P.S.P.%20-%20Da%20Capo%20I%20%26%20II%20-%20Plus%20Situation%20Portable%20%28Japan%29%20%28Disc%202%29.iso,1.66 GB
Dai-2-ji Super Robot Taisen Z Hakai-hen (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dai-2-ji%20Super%20Robot%20Taisen%20Z%20Hakai-hen%20%28Japan%29/Dai-2-ji%20Super%20Robot%20Taisen%20Z%20Hakai-hen%20%28Japan%29.iso,1.13 GB
Dai-2-ji Super Robot Taisen Z Saisei-hen (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dai-2-ji%20Super%20Robot%20Taisen%20Z%20Saisei-hen%20%28Japan%29.iso,1.57 GB
Daikoukai Jidai IV - Rota Nova (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Daikoukai%20Jidai%20IV%20-%20Rota%20Nova%20%28Japan%29/Daikoukai%20Jidai%20IV%20-%20Rota%20Nova%20%28Japan%29.iso,166.44 MB
Daisenryaku Portable (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Daisenryaku%20Portable%20%28Japan%29/Daisenryaku%20Portable%20%28Japan%29.iso,132.34 MB
Daisenryaku Portable 2 (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Daisenryaku%20Portable%202%20%28Japan%29/Daisenryaku%20Portable%202%20%28Japan%29.iso,395.72 MB
Daito Giken Koushiki Pachi-Slot Simulator - Hihouden - Fuujirareta Megami Portable (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Daito%20Giken%20Koushiki%20Pachi-Slot%20Simulator%20-%20Hihouden%20-%20Fuujirareta%20Megami%20Portable%20%28Japan%29/Daito%20Giken%20Koushiki%20Pachi-Slot%20Simulator%20-%20Hihouden%20-%20Fuujirareta%20Megami%20Portable%20%28Japan%29.iso,732.88 MB
Daito Giken Koushiki Pachi-Slot Simulator - Ossu! Banchou Portable (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Daito%20Giken%20Koushiki%20Pachi-Slot%20Simulator%20-%20Ossu%21%20Banchou%20Portable%20%28Japan%29/Daito%20Giken%20Koushiki%20Pachi-Slot%20Simulator%20-%20Ossu%21%20Banchou%20Portable%20%28Japan%29.iso,86.31 MB
"Daito Giken Koushiki Pachi-Slot Simulator - Ossu! Misao, Maguro Densetsu Portable (Japan).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Daito%20Giken%20Koushiki%20Pachi-Slot%20Simulator%20-%20Ossu%21%20Misao%2C%20Maguro%20Densetsu%20Portable%20%28Japan%29/Daito%20Giken%20Koushiki%20Pachi-Slot%20Simulator%20-%20Ossu%21%20Misao%2C%20Maguro%20Densetsu%20Portable%20%28Japan%29.iso,588.09 MB
Daito Giken Koushiki Pachi-Slot Simulator - Yoshimune Portable (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Daito%20Giken%20Koushiki%20Pachi-Slot%20Simulator%20-%20Yoshimune%20Portable%20%28Japan%29/Daito%20Giken%20Koushiki%20Pachi-Slot%20Simulator%20-%20Yoshimune%20Portable%20%28Japan%29.iso,130.47 MB
Danball Senki (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Danball%20Senki%20%28Japan%29/Danball%20Senki%20%28Japan%29.iso,1.64 GB
Danball Senki Boost (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Danball%20Senki%20Boost%20%28Japan%29/Danball%20Senki%20Boost%20%28Japan%29.iso,1.60 GB
Danball Senki W (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Danball%20Senki%20W%20%28Japan%29/Danball%20Senki%20W%20%28Japan%29.iso,1.63 GB
Danganronpa - Kibou no Gakuen to Zetsubou no Koukousei (Japan) (PSP the Best).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Danganronpa%20-%20Kibou%20no%20Gakuen%20to%20Zetsubou%20no%20Koukousei%20%28Japan%29%20%28PSP%20the%20Best%29/Danganronpa%20-%20Kibou%20no%20Gakuen%20to%20Zetsubou%20no%20Koukousei%20%28Japan%29%20%28PSP%20the%20Best%29.iso,1.68 GB
Danganronpa - Kibou no Gakuen to Zetsubou no Koukousei (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Danganronpa%20-%20Kibou%20no%20Gakuen%20to%20Zetsubou%20no%20Koukousei%20%28Japan%29/Danganronpa%20-%20Kibou%20no%20Gakuen%20to%20Zetsubou%20no%20Koukousei%20%28Japan%29.iso,1.67 GB
Dante's Inferno (Europe).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dante%27s%20Inferno%20%28Europe%29/Dante%27s%20Inferno%20%28Europe%29.iso,1.69 GB
Dante's Inferno (Germany).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dante%27s%20Inferno%20%28Germany%29.iso,1.69 GB
Dante's Inferno (Italy).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dante%27s%20Inferno%20%28Italy%29.iso,1.69 GB
Dante's Inferno (Spain).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dante%27s%20Inferno%20%28Spain%29/Dante%27s%20Inferno%20%28Spain%29.iso,1.69 GB
Dante's Inferno (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dante%27s%20Inferno%20%28USA%29/Dante%27s%20Inferno%20%28USA%29.iso,1.69 GB
Dante's Inferno - Shinkyoku Jigoku-Hen (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dante%27s%20Inferno%20-%20Shinkyoku%20Jigoku-Hen%20%28Japan%29/Dante%27s%20Inferno%20-%20Shinkyoku%20Jigoku-Hen%20%28Japan%29.iso,1.69 GB
"Dariusburst (Japan) (En,Ja).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dariusburst%20%28Japan%29%20%28En%2CJa%29/Dariusburst%20%28Japan%29%20%28En%2CJa%29.iso,184.81 MB
Darkstalkers Chronicle - The Chaos Tower (Europe).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Darkstalkers%20Chronicle%20-%20The%20Chaos%20Tower%20%28Europe%29/Darkstalkers%20Chronicle%20-%20The%20Chaos%20Tower%20%28Europe%29.iso,658.78 MB
Darkstalkers Chronicle - The Chaos Tower (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Darkstalkers%20Chronicle%20-%20The%20Chaos%20Tower%20%28USA%29/Darkstalkers%20Chronicle%20-%20The%20Chaos%20Tower%20%28USA%29.iso,660.47 MB
"Dave Mirra BMX Challenge (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dave%20Mirra%20BMX%20Challenge%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Dave%20Mirra%20BMX%20Challenge%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,687.72 MB
Dave Mirra BMX Challenge (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dave%20Mirra%20BMX%20Challenge%20%28USA%29/Dave%20Mirra%20BMX%20Challenge%20%28USA%29.iso,696.03 MB
"Daxter (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Daxter%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Daxter%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,1.31 GB
Daxter (Korea).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Daxter%20%28Korea%29/Daxter%20%28Korea%29.iso,1.31 GB
Daxter (USA) (Demo).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Daxter%20%28USA%29%20%28Demo%29/Daxter%20%28USA%29%20%28Demo%29.iso,177.94 MB
"Daxter (USA) (En,Fr,De,Es,It) (Beta) (2006-02-02).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Daxter%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29%20%28Beta%29%20%282006-02-02%29/Daxter%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29%20%28Beta%29%20%282006-02-02%29.iso,1.31 GB
"Daxter (USA) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Daxter%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Daxter%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,1.31 GB
Dead End - Orchestral Manoeuvres in the Dead End (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dead%20End%20-%20Orchestral%20Manoeuvres%20in%20the%20Dead%20End%20%28Japan%29/Dead%20End%20-%20Orchestral%20Manoeuvres%20in%20the%20Dead%20End%20%28Japan%29.iso,1.07 GB
Dead Head Fred (Europe).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dead%20Head%20Fred%20%28Europe%29/Dead%20Head%20Fred%20%28Europe%29.iso,1.31 GB
Dead Head Fred (USA) (Demo).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dead%20Head%20Fred%20%28USA%29%20%28Demo%29/Dead%20Head%20Fred%20%28USA%29%20%28Demo%29.iso,355.81 MB
Dead Head Fred (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dead%20Head%20Fred%20%28USA%29/Dead%20Head%20Fred%20%28USA%29.iso,1.31 GB
Dead Head Fred - Kubinashi Tantei no Akumu (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dead%20Head%20Fred%20-%20Kubinashi%20Tantei%20no%20Akumu%20%28Japan%29/Dead%20Head%20Fred%20-%20Kubinashi%20Tantei%20no%20Akumu%20%28Japan%29.iso,1.52 GB
"Dead or Alive - Paradise (Europe) (En,Fr,De) (ULES-01416).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dead%20or%20Alive%20-%20Paradise%20%28Europe%29%20%28En%2CFr%2CDe%29%20%28ULES-01416%29/Dead%20or%20Alive%20-%20Paradise%20%28Europe%29%20%28En%2CFr%2CDe%29%20%28ULES-01416%29.iso,829.81 MB
"Dead or Alive - Paradise (Europe) (En,Fr,De) (ULES-01431).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dead%20or%20Alive%20-%20Paradise%20%28Europe%29%20%28En%2CFr%2CDe%29%20%28ULES-01431%29/Dead%20or%20Alive%20-%20Paradise%20%28Europe%29%20%28En%2CFr%2CDe%29%20%28ULES-01431%29.iso,829.81 MB
"Dead or Alive - Paradise (Japan) (En,Ja,Fr,De).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dead%20or%20Alive%20-%20Paradise%20%28Japan%29%20%28En%2CJa%2CFr%2CDe%29/Dead%20or%20Alive%20-%20Paradise%20%28Japan%29%20%28En%2CJa%2CFr%2CDe%29.iso,836.59 MB
"Dead or Alive - Paradise (Korea) (En,Ja,Fr,De).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dead%20or%20Alive%20-%20Paradise%20%28Korea%29%20%28En%2CJa%2CFr%2CDe%29/Dead%20or%20Alive%20-%20Paradise%20%28Korea%29%20%28En%2CJa%2CFr%2CDe%29.iso,829.69 MB
"Dead or Alive - Paradise (USA) (En,Ja,Fr,De).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dead%20or%20Alive%20-%20Paradise%20%28USA%29%20%28En%2CJa%2CFr%2CDe%29/Dead%20or%20Alive%20-%20Paradise%20%28USA%29%20%28En%2CJa%2CFr%2CDe%29.iso,829.69 MB
"Dead to Rights - Reckoning (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dead%20to%20Rights%20-%20Reckoning%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Dead%20to%20Rights%20-%20Reckoning%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,182.47 MB
Dead to Rights - Reckoning (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dead%20to%20Rights%20-%20Reckoning%20%28USA%29/Dead%20to%20Rights%20-%20Reckoning%20%28USA%29.iso,184.22 MB
Deardrops Distortion (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Deardrops%20Distortion%20%28Japan%29/Deardrops%20Distortion%20%28Japan%29.iso,1.33 GB
Death Connection Portable (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Death%20Connection%20Portable%20%28Japan%29/Death%20Connection%20Portable%20%28Japan%29.iso,1.42 GB
"Death Jr. (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Death%20Jr.%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Death%20Jr.%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,738.50 MB
Death Jr. (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Death%20Jr.%20%28USA%29/Death%20Jr.%20%28USA%29.iso,415.00 MB
"Death Jr. II - Root of Evil (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Death%20Jr.%20II%20-%20Root%20of%20Evil%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Death%20Jr.%20II%20-%20Root%20of%20Evil%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,1.20 GB
Death Jr. II - Root of Evil (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Death%20Jr.%20II%20-%20Root%20of%20Evil%20%28USA%29/Death%20Jr.%20II%20-%20Root%20of%20Evil%20%28USA%29.iso,697.78 MB
Def Jam - Fight for NY - The Takeover (Europe).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Def%20Jam%20-%20Fight%20for%20NY%20-%20The%20Takeover%20%28Europe%29/Def%20Jam%20-%20Fight%20for%20NY%20-%20The%20Takeover%20%28Europe%29.iso,1.47 GB
Def Jam - Fight for NY - The Takeover (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Def%20Jam%20-%20Fight%20for%20NY%20-%20The%20Takeover%20%28USA%29/Def%20Jam%20-%20Fight%20for%20NY%20-%20The%20Takeover%20%28USA%29.iso,1.47 GB
Demo Disc for PSP Vol. 1 (Australia).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Demo%20Disc%20for%20PSP%20Vol.%201%20%28Australia%29/Demo%20Disc%20for%20PSP%20Vol.%201%20%28Australia%29.iso,863.38 MB
Demo Disc for PSP Vol. 1 (Europe) (UCJB-98302).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Demo%20Disc%20for%20PSP%20Vol.%201%20%28Europe%29%20%28UCJB-98302%29/Demo%20Disc%20for%20PSP%20Vol.%201%20%28Europe%29%20%28UCJB-98302%29.iso,863.38 MB
Demo Disc for PSP Vol. 1 (Europe) (UCJB-98303).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Demo%20Disc%20for%20PSP%20Vol.%201%20%28Europe%29%20%28UCJB-98303%29/Demo%20Disc%20for%20PSP%20Vol.%201%20%28Europe%29%20%28UCJB-98303%29.iso,863.38 MB
Demo Disc for PSP Vol. 1 (Europe) (UCJB-98306).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Demo%20Disc%20for%20PSP%20Vol.%201%20%28Europe%29%20%28UCJB-98306%29/Demo%20Disc%20for%20PSP%20Vol.%201%20%28Europe%29%20%28UCJB-98306%29.iso,863.38 MB
Demo Disc for PSP Vol. 1 (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Demo%20Disc%20for%20PSP%20Vol.%201%20%28Japan%29/Demo%20Disc%20for%20PSP%20Vol.%201%20%28Japan%29.iso,733.16 MB
Demo Disc for PSP Vol. 2 (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Demo%20Disc%20for%20PSP%20Vol.%202%20%28Japan%29/Demo%20Disc%20for%20PSP%20Vol.%202%20%28Japan%29.iso,907.34 MB
Dengeki no Pilot - Tenkuu no Kizuna (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Dengeki%20no%20Pilot%20-%20Tenkuu%20no%20Kizuna%20%28Japan%29/Dengeki%20no%20Pilot%20-%20Tenkuu%20no%20Kizuna%20%28Japan%29.iso,1.36 GB
Densetsu no Yuusha no Densetsu - Legendary Saga (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Densetsu%20no%20Yuusha%20no%20Densetsu%20-%20Legendary%20Saga%20%28Japan%29/Densetsu%20no%20Yuusha%20no%20Densetsu%20-%20Legendary%20Saga%20%28Japan%29.iso,377.97 MB
Densha de Go! Pocket - Chuuousen-hen (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Densha%20de%20Go%21%20Pocket%20-%20Chuuousen-hen%20%28Japan%29/Densha%20de%20Go%21%20Pocket%20-%20Chuuousen-hen%20%28Japan%29.iso,465.50 MB
Densha de Go! Pocket - Osaka Kanjousen-hen (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Densha%20de%20Go%21%20Pocket%20-%20Osaka%20Kanjousen-hen%20%28Japan%29/Densha%20de%20Go%21%20Pocket%20-%20Osaka%20Kanjousen-hen%20%28Japan%29.iso,344.84 MB
Densha de Go! Pocket - Tokaidosen-hen (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Densha%20de%20Go%21%20Pocket%20-%20Tokaidosen-hen%20%28Japan%29/Densha%20de%20Go%21%20Pocket%20-%20Tokaidosen-hen%20%28Japan%29.iso,602.44 MB
Densha de Go! Pocket - Yamanotesen-hen (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Densha%20de%20Go%21%20Pocket%20-%20Yamanotesen-hen%20%28Japan%29/Densha%20de%20Go%21%20Pocket%20-%20Yamanotesen-hen%20%28Japan%29.iso,486.69 MB
Derby Stallion P (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Derby%20Stallion%20P%20%28Japan%29/Derby%20Stallion%20P%20%28Japan%29.iso,335.22 MB
Derby Time (Japan) (v1.06).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Derby%20Time%20%28Japan%29%20%28v1.06%29/Derby%20Time%20%28Japan%29%20%28v1.06%29.iso,136.56 MB
Derby Time (Japan) (v2.00).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Derby%20Time%20%28Japan%29%20%28v2.00%29/Derby%20Time%20%28Japan%29%20%28v2.00%29.iso,136.56 MB
Derby Time 2006 (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Derby%20Time%202006%20%28Japan%29/Derby%20Time%202006%20%28Japan%29.iso,216.84 MB
Desert Kingdom Portable (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Desert%20Kingdom%20Portable%20%28Japan%29/Desert%20Kingdom%20Portable%20%28Japan%29.iso,1.04 GB
Desi Adda - Games of India (India).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Desi%20Adda%20-%20Games%20of%20India%20%28India%29/Desi%20Adda%20-%20Games%20of%20India%20%28India%29.iso,517.31 MB
"Despicable Me (Europe) (En,Fr,De,Es,It,Sv,No,Da,Fi).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Despicable%20Me%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CSv%2CNo%2CDa%2CFi%29/Despicable%20Me%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CSv%2CNo%2CDa%2CFi%29.iso,620.81 MB
"Despicable Me - The Game (USA) (En,Fr,Es).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Despicable%20Me%20-%20The%20Game%20%28USA%29%20%28En%2CFr%2CEs%29/Despicable%20Me%20-%20The%20Game%20%28USA%29%20%28En%2CFr%2CEs%29.iso,495.22 MB
