name,size,link
Evil Dead - Hail to the King (USA) (Disc 2).chd,434 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Evil%20Dead%20-%20Hail%20to%20the%20King%20%28USA%29%20%28Disc%202%29.chd?download=true
Evil Zone (USA).chd,457 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Evil%20Zone%20%28USA%29.chd?download=true
Excalibur 2555 A.D. (USA).chd,346 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Excalibur%202555%20A.D.%20%28USA%29.chd?download=true
Expendable (USA).chd,345 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Expendable%20%28USA%29.chd?download=true
Extreme Go-Kart Racing (USA).chd,166 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Extreme%20Go-Kart%20Racing%20%28USA%29.chd?download=true
Extreme Pinball (USA).chd,99 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Extreme%20Pinball%20%28USA%29.chd?download=true
"F1 2000 (USA) (En,Fr,Es).chd",279 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/F1%202000%20%28USA%29%20%28En%2CFr%2CEs%29.chd?download=true
F1 Championship Season 2000 (USA).chd,339 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/F1%20Championship%20Season%202000%20%28USA%29.chd?download=true
"F1 Racing Championship (USA) (En,Fr).chd",314 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/F1%20Racing%20Championship%20%28USA%29%20%28En%2CFr%29.chd?download=true
F1 World Grand Prix (USA).chd,229 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/F1%20World%20Grand%20Prix%20%28USA%29.chd?download=true
Family Feud (USA).chd,373 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Family%20Feud%20%28USA%29.chd?download=true
Family Game Pack (USA).chd,81 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Family%20Game%20Pack%20%28USA%29.chd?download=true
Famitsu Wave 10gatsu-gou Vol. 15 (Japan).chd,411 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%2010gatsu-gou%20Vol.%2015%20%28Japan%29.chd?download=true
Famitsu Wave 11gatsu-gou Vol. 16 (Japan).chd,321 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%2011gatsu-gou%20Vol.%2016%20%28Japan%29.chd?download=true
Famitsu Wave 11gatsu-gou Vol. 4 (Japan).chd,353 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%2011gatsu-gou%20Vol.%204%20%28Japan%29.chd?download=true
Famitsu Wave 12gatsu-gou Vol. 17 (Japan).chd,287 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%2012gatsu-gou%20Vol.%2017%20%28Japan%29.chd?download=true
Famitsu Wave 12gatsu-gou Vol. 5 (Japan).chd,301 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%2012gatsu-gou%20Vol.%205%20%28Japan%29.chd?download=true
Famitsu Wave 1gatsu-gou Vol. 18 (Japan).chd,359 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%201gatsu-gou%20Vol.%2018%20%28Japan%29.chd?download=true
Famitsu Wave 1gatsu-gou Vol. 6 (Japan).chd,250 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%201gatsu-gou%20Vol.%206%20%28Japan%29.chd?download=true
Famitsu Wave 2gatsu-gou Vol. 19 (Japan).chd,391 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%202gatsu-gou%20Vol.%2019%20%28Japan%29.chd?download=true
Famitsu Wave 2gatsu-gou Vol. 7 (Japan).chd,255 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%202gatsu-gou%20Vol.%207%20%28Japan%29.chd?download=true
Famitsu Wave 3gatsu-gou Vol. 20 (Japan).chd,271 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%203gatsu-gou%20Vol.%2020%20%28Japan%29.chd?download=true
Famitsu Wave 3gatsu-gou Vol. 8 (Japan).chd,238 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%203gatsu-gou%20Vol.%208%20%28Japan%29.chd?download=true
Famitsu Wave 4gatsu-gou Vol. 9 (Japan).chd,237 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%204gatsu-gou%20Vol.%209%20%28Japan%29.chd?download=true
Famitsu Wave 5gatsu-gou Vol. 10 (Japan).chd,242 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%205gatsu-gou%20Vol.%2010%20%28Japan%29.chd?download=true
Famitsu Wave 6gatsu-gou Vol. 11 (Japan).chd,354 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%206gatsu-gou%20Vol.%2011%20%28Japan%29.chd?download=true
Famitsu Wave 7gatsu-gou Vol. 12 (Japan).chd,358 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%207gatsu-gou%20Vol.%2012%20%28Japan%29.chd?download=true
Famitsu Wave 8gatsu-gou Vol. 13 (Japan).chd,363 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%208gatsu-gou%20Vol.%2013%20%28Japan%29.chd?download=true
Famitsu Wave 9gatsu-gou Vol. 14 (Japan).chd,302 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%209gatsu-gou%20Vol.%2014%20%28Japan%29.chd?download=true
Famitsu Wave Soukan-gou Vol. 1 (Japan).chd,335 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%20Soukan-gou%20Vol.%201%20%28Japan%29.chd?download=true
Famitsu Wave Soukan-gou Vol. 2 (Japan).chd,400 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%20Soukan-gou%20Vol.%202%20%28Japan%29.chd?download=true
Famitsu Wave Soukan-gou Vol. 3 (Japan).chd,312 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Famitsu%20Wave%20Soukan-gou%20Vol.%203%20%28Japan%29.chd?download=true
Fantastic Four (USA).chd,266 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fantastic%20Four%20%28USA%29.chd?download=true
Fatal Fury - Wild Ambition (USA).chd,448 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fatal%20Fury%20-%20Wild%20Ambition%20%28USA%29.chd?download=true
Fear Effect (USA) (Disc 1).chd,329 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fear%20Effect%20%28USA%29%20%28Disc%201%29.chd?download=true
Fear Effect (USA) (Disc 2).chd,360 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fear%20Effect%20%28USA%29%20%28Disc%202%29.chd?download=true
Fear Effect (USA) (Disc 3).chd,304 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fear%20Effect%20%28USA%29%20%28Disc%203%29.chd?download=true
Fear Effect (USA) (Disc 4).chd,331 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fear%20Effect%20%28USA%29%20%28Disc%204%29.chd?download=true
Fear Effect 2 - Retro Helix (USA) (Disc 1) (Rev 1).chd,544 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fear%20Effect%202%20-%20Retro%20Helix%20%28USA%29%20%28Disc%201%29%20%28Rev%201%29.chd?download=true
Fear Effect 2 - Retro Helix (USA) (Disc 1).chd,544 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fear%20Effect%202%20-%20Retro%20Helix%20%28USA%29%20%28Disc%201%29.chd?download=true
Fear Effect 2 - Retro Helix (USA) (Disc 2) (Rev 1).chd,513 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fear%20Effect%202%20-%20Retro%20Helix%20%28USA%29%20%28Disc%202%29%20%28Rev%201%29.chd?download=true
Fighting Force (USA) (Rev 1) (EDC).chd,299 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fighting%20Force%20%28USA%29%20%28Rev%201%29%20%28EDC%29.chd?download=true
Fighting Force (USA) (Rev 1).chd,299 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fighting%20Force%20%28USA%29%20%28Rev%201%29.chd?download=true
Fighting Force (USA) (Rev 2).chd,392 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fighting%20Force%20%28USA%29%20%28Rev%202%29.chd?download=true
Fighting Force (USA).chd,294 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fighting%20Force%20%28USA%29.chd?download=true
Fighting Force 2 (USA).chd,188 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fighting%20Force%202%20%28USA%29.chd?download=true
Final Doom (USA).chd,155 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Final%20Doom%20%28USA%29.chd?download=true
Final Fantasy IX (USA) (Disc 1).chd,432 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Final%20Fantasy%20IX%20%28USA%29%20%28Disc%201%29.chd?download=true
Final Fantasy IX (USA) (Disc 2) (Rev 1).chd,350 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Final%20Fantasy%20IX%20%28USA%29%20%28Disc%202%29%20%28Rev%201%29.chd?download=true
Final Fantasy IX (USA) (Disc 2).chd,350 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Final%20Fantasy%20IX%20%28USA%29%20%28Disc%202%29.chd?download=true
Final Fantasy IX (USA) (Disc 3) (Rev 1).chd,375 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Final%20Fantasy%20IX%20%28USA%29%20%28Disc%203%29%20%28Rev%201%29.chd?download=true
Final Fantasy IX (USA) (Disc 3).chd,375 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Final%20Fantasy%20IX%20%28USA%29%20%28Disc%203%29.chd?download=true
Final Fantasy IX (USA) (Disc 4) (Rev 1).chd,397 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Final%20Fantasy%20IX%20%28USA%29%20%28Disc%204%29%20%28Rev%201%29.chd?download=true
Final Fantasy IX (USA) (Disc 4).chd,397 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Final%20Fantasy%20IX%20%28USA%29%20%28Disc%204%29.chd?download=true
Final Fantasy Origins (USA) (Rev 1).chd,110 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Final%20Fantasy%20Origins%20%28USA%29%20%28Rev%201%29.chd?download=true
Final Fantasy Origins (USA).chd,110 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Final%20Fantasy%20Origins%20%28USA%29.chd?download=true
Final Fantasy Tactics (USA).chd,219 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Final%20Fantasy%20Tactics%20%28USA%29.chd?download=true
Final Fantasy VII (USA) (Disc 1).chd,482 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Final%20Fantasy%20VII%20%28USA%29%20%28Disc%201%29.chd?download=true
Ford Truck Mania (USA).chd,124 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Ford%20Truck%20Mania%20%28USA%29.chd?download=true
Formula 1 (USA) (Rev 1).chd,376 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Formula%201%20%28USA%29%20%28Rev%201%29.chd?download=true
Formula 1 (USA).chd,421 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Formula%201%20%28USA%29.chd?download=true
"Formula 1 98 (USA) (En,Fr,De,Es,It,Fi).chd",346 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Formula%201%2098%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CFi%29.chd?download=true
"Formula 1 Championship Edition (USA) (En,Fr,De,Es,It).chd",462 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Formula%201%20Championship%20Edition%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.chd?download=true
Formula One 2000 (USA).chd,293 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Formula%20One%202000%20%28USA%29.chd?download=true
"Formula One 99 (USA, Canada) (En,Fr,Es).chd",336 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Formula%20One%2099%20%28USA%2C%20Canada%29%20%28En%2CFr%2CEs%29.chd?download=true
Forsaken (USA).chd,382 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Forsaken%20%28USA%29.chd?download=true
Fox Hunt (USA) (Disc 1).chd,456 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fox%20Hunt%20%28USA%29%20%28Disc%201%29.chd?download=true
Fox Hunt (USA) (Disc 2).chd,483 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fox%20Hunt%20%28USA%29%20%28Disc%202%29.chd?download=true
Fox Hunt (USA) (Disc 3).chd,483 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Fox%20Hunt%20%28USA%29%20%28Disc%203%29.chd?download=true
From Software 1998 Summer Preview Movies (Japan).chd,92 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/From%20Software%201998%20Summer%20Preview%20Movies%20%28Japan%29.chd?download=true
Fun! Fun! Pingu - Youkoso! Nankyoku e (Japan) (Shokai Suuryou Genteiban).chd,255 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Fun%21%20Fun%21%20Pingu%20-%20Youkoso%21%20Nankyoku%20e%20%28Japan%29%20%28Shokai%20Suuryou%20Genteiban%29.chd?download=true
Galerians (USA) (Demo).chd,37 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Galerians%20%28USA%29%20%28Demo%29.chd?download=true
Galerians (USA) (Disc 1).chd,414 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Galerians%20%28USA%29%20%28Disc%201%29.chd?download=true
Galerians (USA) (Disc 2).chd,404 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Galerians%20%28USA%29%20%28Disc%202%29.chd?download=true
Galerians (USA) (Disc 3).chd,323 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Galerians%20%28USA%29%20%28Disc%203%29.chd?download=true
Gallop Racer (USA).chd,221 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Gallop%20Racer%20%28USA%29.chd?download=true
"Game of Life, The (USA).chd",337 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Game%20of%20Life%2C%20The%20%28USA%29.chd?download=true
Ganbare Morikawa-kun 2-gou (Japan) (Genteiban).chd,235 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Ganbare%20Morikawa-kun%202-gou%20%28Japan%29%20%28Genteiban%29.chd?download=true
Gekioh - Shooting King (USA).chd,454 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Gekioh%20-%20Shooting%20King%20%28USA%29.chd?download=true
Gensou Suikoden II (Japan) (Demo 2).chd,98 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Gensou%20Suikoden%20II%20%28Japan%29%20%28Demo%202%29.chd?download=true
Geom Cube (USA).chd,404 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Geom%20Cube%20%28USA%29.chd?download=true
Gex (USA) (Rev 1).chd,225 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Gex%20%28USA%29%20%28Rev%201%29.chd?download=true
Gex (USA).chd,120 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Gex%20%28USA%29.chd?download=true
Gex - Enter the Gecko (USA) (Beta).chd,157 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Gex%20-%20Enter%20the%20Gecko%20%28USA%29%20%28Beta%29.chd?download=true
Gex - Enter the Gecko (USA) (Beta).chd.aria2,0 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Gex%20-%20Enter%20the%20Gecko%20%28USA%29%20%28Beta%29.chd.aria2?download=true
GI Jockey (Japan) (Shokai Genteiban).chd,139 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/GI%20Jockey%20%28Japan%29%20%28Shokai%20Genteiban%29.chd?download=true
Global Domination (USA) (Beta 2).chd,425 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Global%20Domination%20%28USA%29%20%28Beta%202%29.chd?download=true
Glover (USA).chd,215 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Glover%20%28USA%29.chd?download=true
Goal Storm '97 (USA).chd,182 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Goal%20Storm%20%2797%20%28USA%29.chd?download=true
Goal Storm (USA).chd,98 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Goal%20Storm%20%28USA%29.chd?download=true
Gold and Glory - The Road to El Dorado (USA).chd,329 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Gold%20and%20Glory%20-%20The%20Road%20to%20El%20Dorado%20%28USA%29.chd?download=true
Golden Nugget (USA) (Disc 1).chd,377 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Golden%20Nugget%20%28USA%29%20%28Disc%201%29.chd?download=true
Golden Nugget (USA) (Disc 2).chd,245 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Golden%20Nugget%20%28USA%29%20%28Disc%202%29.chd?download=true
Gran Turismo (Japan) (Demo 3).chd,282 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Gran%20Turismo%20%28Japan%29%20%28Demo%203%29.chd?download=true
Gran Turismo (USA) (Demo).chd,416 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Gran%20Turismo%20%28USA%29%20%28Demo%29.chd?download=true
Gran Turismo (USA) (Rev 1).chd,410 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Gran%20Turismo%20%28USA%29%20%28Rev%201%29.chd?download=true
Gran Turismo 2 (USA) (Simulation Mode).chd,473 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Gran%20Turismo%202%20%28USA%29%20%28Simulation%20Mode%29.chd?download=true
Gran Turismo 2 - Music at the Speed of Sound - The Album (USA) (Bonus PlayStation Disc).chd,340 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Gran%20Turismo%202%20-%20Music%20at%20the%20Speed%20of%20Sound%20-%20The%20Album%20%28USA%29%20%28Bonus%20PlayStation%20Disc%29.chd?download=true
Grand Slam (USA).chd,102 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Grand%20Slam%20%28USA%29.chd?download=true
Grand Theft Auto (USA).chd,476 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Grand%20Theft%20Auto%20%28USA%29.chd?download=true
Grand Theft Auto - Mission Pack 1 - London 1969 (USA).chd,331 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Grand%20Theft%20Auto%20-%20Mission%20Pack%201%20-%20London%201969%20%28USA%29.chd?download=true
Grand Theft Auto 2 (USA).chd,380 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Grand%20Theft%20Auto%202%20%28USA%29.chd?download=true
Grandia (USA) (Disc 1).chd,430 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Grandia%20%28USA%29%20%28Disc%201%29.chd?download=true
Grandia (USA) (Disc 2).chd,412 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Grandia%20%28USA%29%20%28Disc%202%29.chd?download=true
Grandia - Prelude (Japan) (Demo 2).chd,114 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Grandia%20-%20Prelude%20%28Japan%29%20%28Demo%202%29.chd?download=true
"Granstream Saga, The (USA).chd",367 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Granstream%20Saga%2C%20The%20%28USA%29.chd?download=true
Grid Runner (USA).chd,313 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Grid%20Runner%20%28USA%29.chd?download=true
"Grinch, The (USA) (En,Fr,Es).chd",278 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Grinch%2C%20The%20%28USA%29%20%28En%2CFr%2CEs%29.chd?download=true
Guilty Gear (USA).chd,203 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Guilty%20Gear%20%28USA%29.chd?download=true
Gundam Battle Assault (USA).chd,266 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Gundam%20Battle%20Assault%20%28USA%29.chd?download=true
Gundam Battle Assault 2 (USA).chd,124 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Gundam%20Battle%20Assault%202%20%28USA%29.chd?download=true
Gundam the Battle Master (Japan) (Demo 2).chd,41 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Gundam%20the%20Battle%20Master%20%28Japan%29%20%28Demo%202%29.chd?download=true
Gunfighter - The Legend of Jesse James (USA).chd,103 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Gunfighter%20-%20The%20Legend%20of%20Jesse%20James%20%28USA%29.chd?download=true
Gunship (USA).chd,337 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Gunship%20%28USA%29.chd?download=true
HardBall '99 (USA).chd,127 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/HardBall%20%2799%20%28USA%29.chd?download=true
HardBall 5 (USA).chd,60 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/HardBall%205%20%28USA%29.chd?download=true
"Harry Potter and the Chamber of Secrets (USA) (En,Fr,Es).chd",424 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Harry%20Potter%20and%20the%20Chamber%20of%20Secrets%20%28USA%29%20%28En%2CFr%2CEs%29.chd?download=true
"Harry Potter and the Sorcerer's Stone (USA) (En,Fr,Es).chd",399 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Harry%20Potter%20and%20the%20Sorcerer%27s%20Stone%20%28USA%29%20%28En%2CFr%2CEs%29.chd?download=true
Haru no Buru Buru Taikenban (Japan).chd,106 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Haru%20no%20Buru%20Buru%20Taikenban%20%28Japan%29.chd?download=true
Harvest Moon - Back to Nature (USA) (Demo).chd,68 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Harvest%20Moon%20-%20Back%20to%20Nature%20%28USA%29%20%28Demo%29.chd?download=true
Harvest Moon - Back to Nature (USA).chd,68 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Harvest%20Moon%20-%20Back%20to%20Nature%20%28USA%29.chd?download=true
HBO Boxing (USA).chd,250 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/HBO%20Boxing%20%28USA%29.chd?download=true
Head to Toe 1 (USA).chd,465 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Head%20to%20Toe%201%20%28USA%29.chd?download=true
Head to Toe 2 (USA).chd,466 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Head%20to%20Toe%202%20%28USA%29.chd?download=true
Head to Toe 3 (USA).chd,452 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Head%20to%20Toe%203%20%28USA%29.chd?download=true
Head to Toe 4 (USA).chd,354 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Head%20to%20Toe%204%20%28USA%29.chd?download=true
Heart of Darkness (USA) (Disc 1).chd,337 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Heart%20of%20Darkness%20%28USA%29%20%28Disc%201%29.chd?download=true
Heart of Darkness (USA) (Disc 2).chd,402 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Heart%20of%20Darkness%20%28USA%29%20%28Disc%202%29.chd?download=true
Hellboy - Asylum Seeker (USA).chd,144 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Hellboy%20-%20Asylum%20Seeker%20%28USA%29.chd?download=true
Hello Kitty - Cube Frenzy (USA).chd,112 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Hello%20Kitty%20-%20Cube%20Frenzy%20%28USA%29.chd?download=true
Herc's Adventures (USA).chd,147 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Herc%27s%20Adventures%20%28USA%29.chd?download=true
Hexen (USA).chd,346 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Hexen%20%28USA%29.chd?download=true
Hissatsu Pachinko Station 3 - Genshijin ga Ippai (Japan) (Genteiban).chd,48 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Hissatsu%20Pachinko%20Station%203%20-%20Genshijin%20ga%20Ippai%20%28Japan%29%20%28Genteiban%29.chd?download=true
Hogs of War (USA).chd,225 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Hogs%20of%20War%20%28USA%29.chd?download=true
Hooters - Road Trip (USA).chd,173 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Hooters%20-%20Road%20Trip%20%28USA%29.chd?download=true
Hoshigami - Ruining Blue Earth (USA).chd,155 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Hoshigami%20-%20Ruining%20Blue%20Earth%20%28USA%29.chd?download=true
Hot Shots Golf (USA) (Demo).chd,22 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Hot%20Shots%20Golf%20%28USA%29%20%28Demo%29.chd?download=true
Hot Shots Golf (USA).chd,146 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Hot%20Shots%20Golf%20%28USA%29.chd?download=true
Hot Shots Golf 2 (USA) (Demo).chd,21 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Hot%20Shots%20Golf%202%20%28USA%29%20%28Demo%29.chd?download=true
Hot Shots Golf 2 (USA).chd,148 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Hot%20Shots%20Golf%202%20%28USA%29.chd?download=true
Hot Wheels - Extreme Racing (USA).chd,413 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Hot%20Wheels%20-%20Extreme%20Racing%20%28USA%29.chd?download=true
Hot Wheels - Turbo Racing (USA).chd,432 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Hot%20Wheels%20-%20Turbo%20Racing%20%28USA%29.chd?download=true
"Hugo - The Evil Mirror (USA) (En,Es).chd",491 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Hugo%20-%20The%20Evil%20Mirror%20%28USA%29%20%28En%2CEs%29.chd?download=true
Hydro Thunder (USA).chd,94 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Hydro%20Thunder%20%28USA%29.chd?download=true
Hyper PlayStation Re-mix 1998 No. 1 (Japan).chd,323 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Hyper%20PlayStation%20Re-mix%201998%20No.%201%20%28Japan%29.chd?download=true
Hyper PlayStation Re-mix 1998 No. 10 (Japan).chd,252 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Hyper%20PlayStation%20Re-mix%201998%20No.%2010%20%28Japan%29.chd?download=true
