name,size,link
NHL 97 (USA).chd,430 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/NHL%2097%20%28USA%29.chd?download=true
NHL 98 (USA).chd,451 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/NHL%2098%20%28USA%29.chd?download=true
NHL 99 (USA).chd,465 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/NHL%2099%20%28USA%29.chd?download=true
NHL Blades of Steel 2000 (USA).chd,201 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/NHL%20Blades%20of%20Steel%202000%20%28USA%29.chd?download=true
NHL Breakaway 98 (USA).chd,81 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/NHL%20Breakaway%2098%20%28USA%29.chd?download=true
NHL Championship 2000 (USA).chd,219 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/NHL%20Championship%202000%20%28USA%29.chd?download=true
NHL Face Off '97 (USA).chd,169 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/NHL%20Face%20Off%20%2797%20%28USA%29.chd?download=true
NHL Face Off (USA).chd,50 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/NHL%20Face%20Off%20%28USA%29.chd?download=true
Nickelodeon Rugrats - Totally Angelica (USA).chd,84 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Nickelodeon%20Rugrats%20-%20Totally%20Angelica%20%28USA%29.chd?download=true
Nickelodeon Rugrats in Paris - The Movie (USA).chd,82 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Nickelodeon%20Rugrats%20in%20Paris%20-%20The%20Movie%20%28USA%29.chd?download=true
Nickelodeon SpongeBob SquarePants - SuperSponge (USA).chd,41 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Nickelodeon%20SpongeBob%20SquarePants%20-%20SuperSponge%20%28USA%29.chd?download=true
Nicktoons Racing (USA).chd,161 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Nicktoons%20Racing%20%28USA%29.chd?download=true
Nightmare Creatures (USA) (Demo).chd,76 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Nightmare%20Creatures%20%28USA%29%20%28Demo%29.chd?download=true
Nightmare Creatures (USA).chd,365 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Nightmare%20Creatures%20%28USA%29.chd?download=true
Nightmare Creatures II (USA).chd,356 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Nightmare%20Creatures%20II%20%28USA%29.chd?download=true
Ninja - Shadow of Darkness (USA).chd,359 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Ninja%20-%20Shadow%20of%20Darkness%20%28USA%29.chd?download=true
No Fear Downhill Mountain Bike Racing (USA).chd,190 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/No%20Fear%20Downhill%20Mountain%20Bike%20Racing%20%28USA%29.chd?download=true
No One Can Stop Mr. Domino (USA) (Demo).chd,140 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/No%20One%20Can%20Stop%20Mr.%20Domino%20%28USA%29%20%28Demo%29.chd?download=true
No One Can Stop Mr. Domino (USA).chd,140 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/No%20One%20Can%20Stop%20Mr.%20Domino%20%28USA%29.chd?download=true
Norse by Norsewest - The Return of the Lost Vikings (USA).chd,152 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Norse%20by%20Norsewest%20-%20The%20Return%20of%20the%20Lost%20Vikings%20%28USA%29.chd?download=true
Official U.S. PlayStation Magazine Demo Disc 08 (USA).chd,164 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Official%20U.S.%20PlayStation%20Magazine%20Demo%20Disc%2008%20%28USA%29.chd?download=true
Official U.S. PlayStation Magazine Demo Disc 09 (USA).chd,183 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Official%20U.S.%20PlayStation%20Magazine%20Demo%20Disc%2009%20%28USA%29.chd?download=true
Official U.S. PlayStation Magazine Demo Disc 10 (USA).chd,236 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Official%20U.S.%20PlayStation%20Magazine%20Demo%20Disc%2010%20%28USA%29.chd?download=true
Official U.S. PlayStation Magazine Demo Disc 11 (USA).chd,226 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Official%20U.S.%20PlayStation%20Magazine%20Demo%20Disc%2011%20%28USA%29.chd?download=true
Official U.S. PlayStation Magazine Demo Disc 12 (USA).chd,254 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Official%20U.S.%20PlayStation%20Magazine%20Demo%20Disc%2012%20%28USA%29.chd?download=true
Official U.S. PlayStation Magazine Demo Disc 18 (USA).chd,230 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Official%20U.S.%20PlayStation%20Magazine%20Demo%20Disc%2018%20%28USA%29.chd?download=true
Official U.S. PlayStation Magazine Demo Disc 19 (USA).chd,178 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Official%20U.S.%20PlayStation%20Magazine%20Demo%20Disc%2019%20%28USA%29.chd?download=true
Official U.S. PlayStation Magazine Demo Disc 20 (USA).chd,287 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Official%20U.S.%20PlayStation%20Magazine%20Demo%20Disc%2020%20%28USA%29.chd?download=true
Official U.S. PlayStation Magazine Demo Disc 21 (USA).chd,289 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Official%20U.S.%20PlayStation%20Magazine%20Demo%20Disc%2021%20%28USA%29.chd?download=true
Official U.S. PlayStation Magazine Demo Disc 22 (USA).chd,228 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Official%20U.S.%20PlayStation%20Magazine%20Demo%20Disc%2022%20%28USA%29.chd?download=true
Official U.S. PlayStation Magazine Demo Disc 38 (USA).chd,326 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Official%20U.S.%20PlayStation%20Magazine%20Demo%20Disc%2038%20%28USA%29.chd?download=true
Official U.S. PlayStation Magazine Demo Disc 39 (USA).chd,196 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Official%20U.S.%20PlayStation%20Magazine%20Demo%20Disc%2039%20%28USA%29.chd?download=true
Official U.S. PlayStation Magazine Demo Disc 40 (USA).chd,125 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Official%20U.S.%20PlayStation%20Magazine%20Demo%20Disc%2040%20%28USA%29.chd?download=true
Official U.S. PlayStation Magazine Demo Disc 41 (USA).chd,165 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Official%20U.S.%20PlayStation%20Magazine%20Demo%20Disc%2041%20%28USA%29.chd?download=true
Official U.S. PlayStation Magazine Demo Disc 42 (USA).chd,153 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Official%20U.S.%20PlayStation%20Magazine%20Demo%20Disc%2042%20%28USA%29.chd?download=true
Option - Tuning Car Battle (Japan) (Demo 2).chd,312 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Option%20-%20Tuning%20Car%20Battle%20%28Japan%29%20%28Demo%202%29.chd?download=true
P.K.'s Place 2 - Hoopo at Sea! (USA).chd,103 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/P.K.%27s%20Place%202%20-%20Hoopo%20at%20Sea%21%20%28USA%29.chd?download=true
P.K.'s Place 3 - Carlos at the Races! (USA).chd,136 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/P.K.%27s%20Place%203%20-%20Carlos%20at%20the%20Races%21%20%28USA%29.chd?download=true
P.K.'s Place 4 - Daphne and the Seventh Wonder (USA).chd,99 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/P.K.%27s%20Place%204%20-%20Daphne%20and%20the%20Seventh%20Wonder%20%28USA%29.chd?download=true
Pandemonium 2 (USA).chd,224 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Pandemonium%202%20%28USA%29.chd?download=true
Pandemonium! (USA) (Rev 1).chd,122 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Pandemonium%21%20%28USA%29%20%28Rev%201%29.chd?download=true
Pandemonium! (USA).chd,80 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Pandemonium%21%20%28USA%29.chd?download=true
Panzer Front (USA).chd,106 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Panzer%20Front%20%28USA%29.chd?download=true
Panzer General (USA).chd,234 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Panzer%20General%20%28USA%29.chd?download=true
PaRappa the Rapper (USA) (Demo).chd,42 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PaRappa%20the%20Rapper%20%28USA%29%20%28Demo%29.chd?download=true
"PaRappa the Rapper (USA) (En,Fr,De,Es,It).chd",396 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PaRappa%20the%20Rapper%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.chd?download=true
Parasite Eve (USA) (Disc 1).chd,269 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Parasite%20Eve%20%28USA%29%20%28Disc%201%29.chd?download=true
Parasite Eve (USA) (Disc 2).chd,297 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Parasite%20Eve%20%28USA%29%20%28Disc%202%29.chd?download=true
Parasite Eve II (USA) (Disc 1).chd,383 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Parasite%20Eve%20II%20%28USA%29%20%28Disc%201%29.chd?download=true
Parasite Eve II (USA) (Disc 2).chd,411 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Parasite%20Eve%20II%20%28USA%29%20%28Disc%202%29.chd?download=true
Patlabor - The Game - Taikenban Ver. 1.0 (Japan).chd,91 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Patlabor%20-%20The%20Game%20-%20Taikenban%20Ver.%201.0%20%28Japan%29.chd?download=true
Patriotic Pinball (USA).chd,107 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Patriotic%20Pinball%20%28USA%29.chd?download=true
Peak Performance (USA).chd,430 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Peak%20Performance%20%28USA%29.chd?download=true
Perfect Weapon (USA).chd,220 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Perfect%20Weapon%20%28USA%29.chd?download=true
Persona (USA).chd,381 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Persona%20%28USA%29.chd?download=true
Persona 2 - Batsu - Eternal Punishment (Japan) (Disc 2) (Sumaru TV Special Preview Disc).chd,426 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Persona%202%20-%20Batsu%20-%20Eternal%20Punishment%20%28Japan%29%20%28Disc%202%29%20%28Sumaru%20TV%20Special%20Preview%20Disc%29.chd?download=true
Persona 2 - Eternal Punishment (USA) (Bonus Disc).chd,224 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Persona%202%20-%20Eternal%20Punishment%20%28USA%29%20%28Bonus%20Disc%29.chd?download=true
Persona 2 - Eternal Punishment (USA).chd,431 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Persona%202%20-%20Eternal%20Punishment%20%28USA%29.chd?download=true
Peter Jacobsen's Golden Tee Golf (USA).chd,137 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Peter%20Jacobsen%27s%20Golden%20Tee%20Golf%20%28USA%29.chd?download=true
Peter Pan in Disney's Return to Never Land (USA).chd,346 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Peter%20Pan%20in%20Disney%27s%20Return%20to%20Never%20Land%20%28USA%29.chd?download=true
PGA Tour 96 (USA).chd,434 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PGA%20Tour%2096%20%28USA%29.chd?download=true
PGA Tour 97 (USA).chd,313 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PGA%20Tour%2097%20%28USA%29.chd?download=true
PGA Tour 98 (USA).chd,239 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PGA%20Tour%2098%20%28USA%29.chd?download=true
Philosoma (USA).chd,349 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Philosoma%20%28USA%29.chd?download=true
Phix - The Adventure (USA).chd,340 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Phix%20-%20The%20Adventure%20%28USA%29.chd?download=true
Photo Genic (Japan) (Genteiban).chd,155 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Photo%20Genic%20%28Japan%29%20%28Genteiban%29.chd?download=true
Pink Panther - Pinkadelic Pursuit (USA).chd,278 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Pink%20Panther%20-%20Pinkadelic%20Pursuit%20%28USA%29.chd?download=true
Pinobee (USA).chd,193 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Pinobee%20%28USA%29.chd?download=true
Pipe Dreams 3D (USA).chd,143 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Pipe%20Dreams%203D%20%28USA%29.chd?download=true
Pitball (USA).chd,397 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Pitball%20%28USA%29.chd?download=true
Pitfall 3D - Beyond the Jungle (USA) (Demo).chd,100 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Pitfall%203D%20-%20Beyond%20the%20Jungle%20%28USA%29%20%28Demo%29.chd?download=true
Play with the Teletubbies (USA).chd,483 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Play%20with%20the%20Teletubbies%20%28USA%29.chd?download=true
Play-Pre PlayStation Soukan Junbi-gou (Japan).chd,110 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20PlayStation%20Soukan%20Junbi-gou%20%28Japan%29.chd?download=true
Play-Pre Plus 001 - 1999 October (Japan) (Disc 1).chd,364 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Plus%20001%20-%201999%20October%20%28Japan%29%20%28Disc%201%29.chd?download=true
Play-Pre Plus 001 - 1999 October (Japan) (Disc 2) (What's Next).chd,338 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Plus%20001%20-%201999%20October%20%28Japan%29%20%28Disc%202%29%20%28What%27s%20Next%29.chd?download=true
Play-Pre Plus 002 - 1999 December (Japan) (Disc 1).chd,352 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Plus%20002%20-%201999%20December%20%28Japan%29%20%28Disc%201%29.chd?download=true
Play-Pre Plus 002 - 1999 December (Japan) (Disc 2) (What's Next).chd,249 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Plus%20002%20-%201999%20December%20%28Japan%29%20%28Disc%202%29%20%28What%27s%20Next%29.chd?download=true
Play-Pre Plus 003 - 2000 February (Japan).chd,325 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Plus%20003%20-%202000%20February%20%28Japan%29.chd?download=true
Play-Pre Plus 004 - 2000 June (Japan) (Disc 1).chd,252 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Plus%20004%20-%202000%20June%20%28Japan%29%20%28Disc%201%29.chd?download=true
Play-Pre Plus 005 - 2000 August (Japan).chd,294 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Plus%20005%20-%202000%20August%20%28Japan%29.chd?download=true
Play-Pre Plus 005 - 2000 August (Japan).chd.aria2,0 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Plus%20005%20-%202000%20August%20%28Japan%29.chd.aria2?download=true
Play-Pre Plus 006 - 2000 October (Japan).chd,266 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Plus%20006%20-%202000%20October%20%28Japan%29.chd?download=true
Play-Pre Plus 007 - 2000 December (Japan).chd,357 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Plus%20007%20-%202000%20December%20%28Japan%29.chd?download=true
Play-Pre Vol. 1 (Japan).chd,261 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%201%20%28Japan%29.chd?download=true
Play-Pre Vol. 10 (Japan) (Disc 1).chd,219 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2010%20%28Japan%29%20%28Disc%201%29.chd?download=true
Play-Pre Vol. 10 (Japan) (Disc 2) (CM Collection III).chd,253 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2010%20%28Japan%29%20%28Disc%202%29%20%28CM%20Collection%20III%29.chd?download=true
Play-Pre Vol. 11 (Japan).chd,234 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2011%20%28Japan%29.chd?download=true
Play-Pre Vol. 12 (Japan).chd,357 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2012%20%28Japan%29.chd?download=true
Play-Pre Vol. 13 (Japan) (Disc 1).chd,303 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2013%20%28Japan%29%20%28Disc%201%29.chd?download=true
Play-Pre Vol. 13 (Japan) (Disc 2) (Yarudora Trial Version).chd,236 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2013%20%28Japan%29%20%28Disc%202%29%20%28Yarudora%20Trial%20Version%29.chd?download=true
Play-Pre Vol. 14 (Japan) (Disc 1).chd,311 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2014%20%28Japan%29%20%28Disc%201%29.chd?download=true
Play-Pre Vol. 14 (Japan) (Disc 2) (Legaia Densetsu Trial Version).chd,111 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2014%20%28Japan%29%20%28Disc%202%29%20%28Legaia%20Densetsu%20Trial%20Version%29.chd?download=true
Play-Pre Vol. 15 (Japan) (Disc 1).chd,342 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2015%20%28Japan%29%20%28Disc%201%29.chd?download=true
Play-Pre Vol. 15 (Japan) (Disc 2).chd,325 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2015%20%28Japan%29%20%28Disc%202%29.chd?download=true
Play-Pre Vol. 16 (Japan) (Disc 1).chd,241 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2016%20%28Japan%29%20%28Disc%201%29.chd?download=true
Play-Pre Vol. 16 (Japan) (Disc 2) (CM Collection IV).chd,220 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2016%20%28Japan%29%20%28Disc%202%29%20%28CM%20Collection%20IV%29.chd?download=true
Play-Pre Vol. 17 (Japan) (Disc 1).chd,216 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2017%20%28Japan%29%20%28Disc%201%29.chd?download=true
Play-Pre Vol. 17 (Japan) (Disc 2) (Omega Boost Trial Version).chd,87 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2017%20%28Japan%29%20%28Disc%202%29%20%28Omega%20Boost%20Trial%20Version%29.chd?download=true
Play-Pre Vol. 18 (Japan) (Disc 1).chd,299 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2018%20%28Japan%29%20%28Disc%201%29.chd?download=true
Play-Pre Vol. 18 (Japan) (Disc 2) (What's Next).chd,425 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2018%20%28Japan%29%20%28Disc%202%29%20%28What%27s%20Next%29.chd?download=true
Play-Pre Vol. 19 (Japan) (Disc 1).chd,255 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2019%20%28Japan%29%20%28Disc%201%29.chd?download=true
Play-Pre Vol. 19 (Japan) (Disc 2) (What's Next 1999 Aug).chd,363 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%2019%20%28Japan%29%20%28Disc%202%29%20%28What%27s%20Next%201999%20Aug%29.chd?download=true
Play-Pre Vol. 2 (Japan).chd,344 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%202%20%28Japan%29.chd?download=true
Play-Pre Vol. 3 (Japan).chd,268 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%203%20%28Japan%29.chd?download=true
Play-Pre Vol. 4 (Japan).chd,229 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%204%20%28Japan%29.chd?download=true
Play-Pre Vol. 5 (Japan) (Disc 1).chd,185 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%205%20%28Japan%29%20%28Disc%201%29.chd?download=true
Play-Pre Vol. 5 (Japan) (Disc 2) (CM Collection).chd,433 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%205%20%28Japan%29%20%28Disc%202%29%20%28CM%20Collection%29.chd?download=true
Play-Pre Vol. 6 (Japan) (Disc 1).chd,290 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%206%20%28Japan%29%20%28Disc%201%29.chd?download=true
Play-Pre Vol. 6 (Japan) (Disc 2) (CM Collection II).chd,238 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%206%20%28Japan%29%20%28Disc%202%29%20%28CM%20Collection%20II%29.chd?download=true
Play-Pre Vol. 7 (Japan).chd,357 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%207%20%28Japan%29.chd?download=true
Play-Pre Vol. 8 (Japan).chd,339 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%208%20%28Japan%29.chd?download=true
Play-Pre Vol. 9 (Japan) (Disc 1).chd,210 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%209%20%28Japan%29%20%28Disc%201%29.chd?download=true
Play-Pre Vol. 9 (Japan) (Disc 2) (Official Catalog CD-ROM).chd,305 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Play-Pre%20Vol.%209%20%28Japan%29%20%28Disc%202%29%20%28Official%20Catalog%20CD-ROM%29.chd?download=true
PlayStation Comic - 2999-nen no Game Kids (Japan) (Demo 3).chd,135 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/PlayStation%20Comic%20-%202999-nen%20no%20Game%20Kids%20%28Japan%29%20%28Demo%203%29.chd?download=true
PlayStation Demo Disc - Shock Your System! (USA) (SCUS-94482).chd,264 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PlayStation%20Demo%20Disc%20-%20Shock%20Your%20System%21%20%28USA%29%20%28SCUS-94482%29.chd?download=true
PlayStation Demo Disc - Shock Your System! (USA) (SCUS-94483).chd,243 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PlayStation%20Demo%20Disc%20-%20Shock%20Your%20System%21%20%28USA%29%20%28SCUS-94483%29.chd?download=true
PlayStation Demo Disc - Shock Your System! (USA) (SCUS-94496).chd,359 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PlayStation%20Demo%20Disc%20-%20Shock%20Your%20System%21%20%28USA%29%20%28SCUS-94496%29.chd?download=true
PlayStation Demo Disc - Spring 2000 (USA) (SCUS-94594).chd,239 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PlayStation%20Demo%20Disc%20-%20Spring%202000%20%28USA%29%20%28SCUS-94594%29.chd?download=true
PlayStation Official Catalog CD-ROM (Japan).chd,306 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/PlayStation%20Official%20Catalog%20CD-ROM%20%28Japan%29.chd?download=true
PlayStation Picks (USA) (SCUS-94960).chd,344 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PlayStation%20Picks%20%28USA%29%20%28SCUS-94960%29.chd?download=true
"PlayStation Programmer Tool - Runtime Library Version 2.6 (Japan) (En,Ja).chd",55 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/PlayStation%20Programmer%20Tool%20-%20Runtime%20Library%20Version%202.6%20%28Japan%29%20%28En%2CJa%29.chd?download=true
"PlayStation Programmer Tool - Runtime Library Version 3.0 (Japan) (En,Ja).chd",58 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/PlayStation%20Programmer%20Tool%20-%20Runtime%20Library%20Version%203.0%20%28Japan%29%20%28En%2CJa%29.chd?download=true
"PlayStation Programmer Tool - Runtime Library Version 3.3 (Japan) (En,Ja).chd",260 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/PlayStation%20Programmer%20Tool%20-%20Runtime%20Library%20Version%203.3%20%28Japan%29%20%28En%2CJa%29.chd?download=true
PlayStation Underground 3.1 (USA) (Disc 1).chd,397 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PlayStation%20Underground%203.1%20%28USA%29%20%28Disc%201%29.chd?download=true
PlayStation Underground 3.1 (USA) (Disc 2).chd,437 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PlayStation%20Underground%203.1%20%28USA%29%20%28Disc%202%29.chd?download=true
PlayStation Underground 3.2 (USA) (Disc 1).chd,410 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PlayStation%20Underground%203.2%20%28USA%29%20%28Disc%201%29.chd?download=true
PlayStation Underground 3.2 (USA) (Disc 2).chd,259 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PlayStation%20Underground%203.2%20%28USA%29%20%28Disc%202%29.chd?download=true
PO'ed (USA) (Beta).chd,15 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PO%27ed%20%28USA%29%20%28Beta%29.chd?download=true
PO'ed (USA).chd,41 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/PO%27ed%20%28USA%29.chd?download=true
Point Blank (USA).chd,171 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Point%20Blank%20%28USA%29.chd?download=true
Point Blank 2 (USA).chd,236 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Point%20Blank%202%20%28USA%29.chd?download=true
Point Blank 3 (USA).chd,74 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Point%20Blank%203%20%28USA%29.chd?download=true
PokeTan (Japan) (Demo 1).chd,7 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/PokeTan%20%28Japan%29%20%28Demo%201%29.chd?download=true
Polaris SnoCross (USA).chd,141 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Polaris%20SnoCross%20%28USA%29.chd?download=true
Pong - The Next Level (USA).chd,158 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Pong%20-%20The%20Next%20Level%20%28USA%29.chd?download=true
Pool Hustler (USA).chd,298 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Pool%20Hustler%20%28USA%29.chd?download=true
